id,description,display_name,free_text,variant,facet_filter
595216472914925,AV_Wi-Fi_Connectivity_Display,Wi-Fi Connectivity,No,No,Yes
595217381760630,AV_Ethernet_Connectivity_Display,Ethernet Connectivity,No,No,Yes
595218121157503,Built-In_Digital_Audio_Decoders_Display,Built-In Digital Audio Decoders,No,No,Yes
595223638981559,AV_Operating_System_Display,Operating System,No,No,Yes
595229773555305,AV_Output_Ports_Display,Output Ports,No,No,Yes
595819622907368,Climbing Gear Material_D_Climbing Gear,Climbing Gear Material,Yes,No,No
595821595128901,Recommended Use_FF_Climbing Gear,Recommended Use,No,No,Yes
595824793467416,Weight_D_SportsOutdoors,Weight,Yes,No,No
595827417425936,Dimensions_D_SportsOutdoors,Dimensions,Yes,No,No
595831443827034,Material_D_SportsOutdoors,Material,Yes,No,No
595833619178539,MaxLumens_D_Lights&Lanterns,Max Lumens,Yes,No,No
595834421760480,BatteryType_D_Lights&Lanterns,Battery Type,No,No,No
595834788545561,PowerSource_D_Lights&Lanterns,Power Source,No,No,No
595835231929353,BulbType_D_Lights&Lanterns,Bulb Type,No,No,No
595835678809938,WaterResistant_D_Lights&Lanterns,Water Resistant,No,No,No
595837146623801,RechargableBattery_D_Lights&Lanterns,Rechargeable Battery,No,No,No
595837577312322,BatteryIncluded_D_Lights&Lanterns,Battery Included,No,No,No
595843169825490,Width_D_SportsOutdoors,Width,Yes,No,No
595843455148966,Length_D_SportsOutdoors,Length,Yes,No,No
595844382377226,Multiband Transmission Speed,Multiband Transmission Speed,Yes,No,No
595844796919983,LiquidCapacity_D_Hydration,Liquid Capacity (fl. oz.),Yes,No,No
595846092654095,BPAFree_D_Hydration,BPA Free,No,No,No
595846705684081,Saws_Product Diameter_Display,Product Diameter,Yes,No,No
595848027564728,Saws_Product Depth_Display,Product Depth,Yes,No,No
595848214908991,Saws_Product Height_Display,Product Height,Yes,No,No
595848350247274,Saws_Product Width_Display,Product Width,Yes,No,No
595848503574105,Saws_Amperage_Display,Amperage (amps),Yes,No,No
595848725412894,Saws_Batteries Included_Display,Batteries Included,Yes,No,No
595848874446272,Saws_Bevel Type_Display,Bevel Type,Yes,No,No
595849124956140,Saws_Dust Collection Type_Display,Dust Collection Type,Yes,No,No
595849283181034,Saws_Keyless_Keyed Blade_Change_Display,Keyless/keyed Blade Change,Yes,No,No
595849444849352,Saws_Maximum Cutting Thickness_Display,Maximum Cutting Thickness (in.),Yes,No,No
595849592444270,Saws_Weight_Display,Weight,Yes,No,No
595849653272258,BladeLength_D_Knives&Tools,Blade Length,Yes,No,No
595849715907276,Saws-Maximum Speed_Display,Maximum Speed (rpm),Yes,No,No
595850545535552,BladeEdge_D_Knives&Tools,Blade Edge,No,No,No
595850883936581,BladeType_D_Knives&Tools,Blade Type,No,No,No
595854093014153,Height_D_SportsOutdoors,Height,Yes,No,No
595957672389636,BearResistant_D_CampKitchen,Bear Resistant,No,No,No
595958056587311,MadeInTheUSA_D_CampKitchen,Made in the USA,No,No,No
595958407043075,Wheeled_D_CampKitchen,Wheeled,No,No,No
595958890850897,CoolerIceRetentionHours_D_CampKitchen,Cooler Ice Retention Hours,Yes,No,No
595959916937595,CampCookwareType_D_CampKitchen,Camp Cookware Type,No,No,No
595960295504842,CampingFoodType_D_CampKitchen,Camping Food Type,No,No,No
595960759191704,Dishes&FoodStorageType_D_CampKitchen,Dishes & Food Storage Type,No,No,No
595961130409243,Stove&GrillType_D_CampKitchen,Stove & Grill Type,No,No,No
595961545677019,Stove/GrillFuelType_D_CampKitchen,Stove/Grill Fuel Type,No,No,No
595962098537613,Stove/GrillNumberofBurners_D_CampKitchen,Stove/Grill Number Of Burners,Yes,No,No
595962582025336,Stove/GrillCookingSpace_D_CampKitchen,Stove/Grill Cooking Space (sq. in.),Yes,No,No
595962961074541,Stove/GrillBTU's_D_CampKitchen,Stove/Grill BTU's,Yes,No,No
595963366008549,TravelMug&CupType_D_CampKitchen,Travel Mug & Cup Type,No,No,No
595963670226624,UtensilType_D_CampKitchen,Utensil Type,No,No,No
595969160013610,Radial Lace_D_Bikes,Radial Lace,Yes,No,No
595982232392223,Power_D_Fishing,Power,Yes,No,No
595982438365322,Pieces_D_Fishing,Pieces,Yes,No,No
595982824351557,Line Weight_D_Fishing,Line Weight,Yes,No,Yes
595983012556400,Lure Weight_D_Fishing,Lure Weight,Yes,No,No
595983208609553,Action_D_Fishing,Action,Yes,No,No
595990919847074,Weight Capacity_D_SportsOutdoors,Weight Capacity,Yes,No,No
595991551552313,Seat Height_D_SportsOutdoors,Seat Height,Yes,No,No
595991911597826,Platform Dimensions_D_SportsOutdoors,Platform Dimensions,Yes,No,No
595992273612257,Seasons_FF_Tents,Seasons,No,No,Yes
595992309146990,Seat Dimensions_D_SportsOutdoors,Seat Dimensions,Yes,No,No
595992906951246,Minimum Tree Size_D_SportsOutdoors,Minimum Tree Size,Yes,No,No
595993485141973,TentWeight_FF_Tents,Weight,No,No,Yes
595993580020162,Backrest Dimensions_D_SportsOutdoors,Backrest Dimensions,Yes,No,No
595994075299380,Ladder Width_D_SportsOutdoors,Ladder Width,Yes,No,No
595995444960398,TentMaterial_D_Tents,Tent Material,Yes,No,No
595995752979239,PoleMaterial_D_Tents,Pole Material,Yes,No,No
596001471486130,Ultralight_D_Tents,Ultralight,No,No,No
596002441073200,InsectRepellent_D_Tents,Insect Repellent,No,No,No
596003031492946,IncludesCarryBag_D_Tents,Includes Carry Bag,No,No,No
596003356044375,Waterproof_D_Camping,Waterproof,No,No,No
596003672017551,Inflatable_D_Tents,Inflatable,No,No,No
596003943219957,IncludesVestibule_D_Tents,Includes Vestibule,No,No,No
596004221130324,IncludesGearLoft_D_Tents,Includes Gear Loft,No,No,No
596004663710050,IncludesRainfly_D_Tents,Includes Rainfly,No,No,No
596005030095302,IncludesRoomDivider_D_Tents,Includes Room Divider,No,No,No
596005342111121,FastPitch_D_Tents,Fast Pitch,No,No,No
596005986319851,FloorDimensions_D_Tents,Floor Dimensions,Yes,No,No
596006273122835,FloorArea_D_Tents,Floor Area,Yes,No,No
596007346340882,Size_D_SportsOutdoors,Size,Yes,No,No
596007591511976,Retrieve_D_Fishing,Retrieve,Yes,No,No
596007939143353,PeakHeight_D_Tents,Peak Height,Yes,No,No
596008045020483,Gear Ratio_D_Fishing,Gear Ratio,Yes,No,No
596008253772855,NumberofPoles_D_Tents,Number Of Poles,No,No,No
596008412661761,Line Capacity_D_Fishing,Line Capacity,Yes,No,No
596008748976971,Braid Capacity_D_Fishing,Braid Capacity,Yes,No,No
596009098410208,Bearings_D_SportsOutdoors,Bearings,Yes,No,No
596009376092901,Max Drag_D_Fishing,Max Drag,Yes,No,No
596009685576094,Recovery_D_Fishing,Recovery,Yes,No,No
596017074145323,Caliber/Gauge_D_SportsOutdoors,Caliber/Gauge,Yes,No,No
596017655455472,Battery Requirements_D_SportsOutdoors,Battery Requirements,Yes,No,No
596018043875091,Feed Capacity_D_SportsOutdoors,Feed Capacity,Yes,No,No
596018484975246,Fill Height_D_SportsOutdoors,Fill Height,Yes,No,No
596022883401195,Run Time_D_SportsOutdoors,Run Time,Yes,No,No
596023237300971,Shoe Size_D_SportsOutdoors,Shoe Size,Yes,No,No
596023583603896,Chest Measurement_D_SportsOutdoors,Chest Measurement,Yes,No,No
596023839345916,Hip Measurement_D_SportsOutdoors,Hip Measurement,Yes,No,No
596024112889497,Thigh Measurement_D_SportsOutdoors,Thigh Measurement,Yes,No,No
596024471678801,Inseam Measurement_D_SportsOutdoors,Inseam Measurement,Yes,No,No
596024706406905,Front Rise_D_SportsOutdoors,Front Rise,Yes,No,No
596025019669024,Back Rise_D_SportsOutdoors,Back Rise,Yes,No,No
596025444427759,Foldable_D_CampingFurniture,Foldable,No,No,No
596025667374683,CupHolder_D_CampingFurniture,Cup Holder,No,No,No
596025925905082,ArmRests_D_CampingFurniture,Arm Rests,No,No,No
596026137591193,Reclining_D_CampingFurniture,Reclining,No,No,No
596026490244417,FrameMaterial_D_CampingFurniture,Frame Material,Yes,No,No
596027291229902,SeatMaterial_D_CampingFurniture,Seat Material,Yes,No,No
596027417777873,Height_D_SportsOutdoors,Height,Yes,No,No
596028213353994,OverallHeight_D_CampingFurniture,Overall Height,Yes,No,No
596028540254060,OverallWidth_D_CampingFurniture,Overall Width,Yes,No,No
596028795668081,Megapixel_D_SportsOutdoors,Megapixel,Yes,No,No
596029125100453,Power_D_SportsOutdoors,Power,Yes,No,No
596030500079865,OverallDepth_D_CampingFurniture,Overall Depth,Yes,No,No
596030506099625,Refine By Type_FF_GameTrailCamera,Refine By Type,Yes,No,No
596030747866381,FoldedHeight_D_CampingFurniture,Folded Height,Yes,No,No
596030977552009,FoldedWidth_D_CampingFurniture,Folded Width,Yes,No,No
596031292615570,FoldedDepth_D_CampingFurniture,Folded Depth,Yes,No,No
596031642011835,SeatHeight_D_CampingFurniture,Seat Height,No,No,No
596031927991705,SeatWidth_D_CampingFurniture,Seat Width,Yes,No,No
596032192556290,SeatDepth_D_CampingFurniture,Seat Depth,Yes,No,No
596034923157403,TableTopMaterial_D_CampingFurniture,Table Top Material,Yes,No,No
596036790381925,Exterior Dimensions_D_SportsOutdoors,Exterior Dimensions,Yes,No,No
596037192635781,Interior Dimensions_D_SportsOutdoors,Interior Dimensions,Yes,No,No
596040293682893,Quantity_D_SportsOutdoors,Quantity,Yes,No,No
596040536168121,Model_D_SportsOutdoors,Model,Yes,No,No
596045711412126,CanopyMaterial_D_CampingShelter,Canopy Material,Yes,No,No
596046359455534,RecommendedUse_D_CampingShelters,Recommended Use,No,No,No
596046737204420,ShelterCapacity_D_CampingShelter,Shelter Capacity,No,No,No
596047223579212,FloorDimensions_D_CampingShelter,Floor Dimensions,Yes,No,No
596047261737330,Case Types_FF_SportsOutdoors,Case Type,Yes,No,Yes
596048168321064,Open Dimensions_D_SportsOutdoors,Open Dimensions,Yes,No,No
596048416233132,NumberofDoors_D_CampingShelter,Number Of Doors,Yes,No,No
596048621882668,Closed Dimensions_D_SportsOutdoors,Closed Dimensions,Yes,No,No
596048933971898,FloorArea_D_CampingShelter,Floor Area,Yes,No,No
596049618937740,PeakHeight_D_CampingFurniture,Peak Height,Yes,No,No
596049918728594,Waist Size_D_SportsOutdoors,Waist Size,Yes,No,No
596050077044172,NumberofPoles_D_Camping,Number Of Poles,Yes,No,No
596050365627213,Fit Description_D_SportsOutdoors,Fit Description,Yes,No,No
596050609498677,PoleMaterial_D_CampingShelter,Pole Material,No,No,No
596051638165506,Season_D_CampingShelter,Season,No,No,Yes
596052040687209,FrameMaterial_D_CampingShelter,Frame Material,Yes,No,No
596054858244134,FootprintIncluded_D_Camping,Footprint Included,No,No,No
596055184099716,FreeStanding_D_CampingShelter,Free Standing,No,No,No
596055276728969,Sizes_D_SportsOutdoors,Sizes,Yes,No,No
596055398161240,UVProtection_D_CampingShelter,UV Protection,No,No,No
596055589417482,Adjustable Range_D_SportsOutdoors,Adjustable Range,Yes,No,No
596058563046604,Jaw Style_D_SportsOutdoors,Jaw Style,Yes,No,No
596062003397707,Price_V_Gift Cards,Price,No,Yes,No
596062601891978,Straightness Factor_D_SportsOutdoors,Straightness Factor,No,No,No
596062873389348,Weight Tolerance_D_SportsOutdoors,Weight Tolerance,Yes,No,No
596063491225965,Draw Weight_D_Hunting,Draw Weight,Yes,No,No
596063740767231,Draw Length_D_Hunting,Draw Length,Yes,No,No
596064037129379,Axle to Axle Length_D_Hunting,Axle to Axle Length,Yes,No,No
596064318482416,Brace Height_D_Hunting,Brace Height,Yes,No,No
596064795950409,Arrow Speed_D_Hunting,Arrow Speed,Yes,No,No
596065148900428,Let Off_D_Hunting,Let Off,Yes,No,No
596070730287635,Species_D_HuntingFishing,Species,Yes,No,No
596071118946873,Call Type_D_Hunting,Call Type,Yes,No,No
596072492599208,Battery Info_D_SportsOutdoors,Battery Info,Yes,No,No
596075713914314,Power Stroke_D_Hunting,Power Stroke,Yes,No,No
596076606267803,Shaft_D_Hunting,Shaft,Yes,No,No
596077021231047,Nocks_D_Hunting,Nocks,Yes,No,No
596077527900415,Cutting Diameter_D_Hunting,Cutting Diameter,Yes,No,No
596078022029303,Objective Diameter_D_SportsOutdoors,Objective Diameter,Yes,No,No
596078469078337,Scope Magnification_D_SportsOutdoors,Scope Magnification,Yes,No,No
596079027370418,Tube Diameter_D_SportsOutdoors,Tube Diameter,Yes,No,No
596079503349781,FOV_D_SportsOutdoors,FOV,Yes,No,No
596079755909626,Eye Relief_D_SportsOutdoors,Eye Relief,Yes,No,No
596080095257755,Finish_D_SportsOutdoors,Finish,Yes,No,No
596651633629195,MattressSize_D_CampBedding,Air Mattress Size,No,No,No
596654958987175,BunkBed_D_CampBedding,Bunk Bed,No,No,No
596655549117285,BuiltInPump_D_CampBedding,Built In Pump,No,No,No
596657614400051,AutoInflate_D_CampBedding,Auto Inflate,No,No,No
596657930023551,RepairKitIncluded_D_CampBedding,Repair Kit Included,No,No,No
596658660257365,PumpIncluded_D_CampBedding,Pump Included,No,No,No
596659079618556,PunctureResistant_D_CampBedding,Puncture Resistant,No,No,No
596659831794104,HammockSize_D_CampBedding,Hammock Size,No,No,No
596660240150036,SleepCapacity_D_CampBedding,Sleep Capacity,No,No,No
596686660117724,SleepingPadType_D_CampBedding,Sleeping Pad Type,No,No,No
596690956405714,OverallLength_D_CampBedding,Overall Length,Yes,No,No
596691358153489,OverallWidth_D_CampBedding,Overall Width,Yes,No,No
596691812962579,MattressThickness_D_CampBedding,Mattress Thickness,Yes,No,No
596692156921434,OverallHeight_D_CampBedding,Overall Height,Yes,No,No
596692790172317,FrameMaterial_D_CampBedding,Frame Material,Yes,No,No
596693524212806,BaseMaterial_D_CampBedding,Base Material,Yes,No,No
596693814287945,InflationTime_D_CampBedding,Inflation Time,Yes,No,No
596694082944535,DeflationTime_D_CampBedding,Deflation Time,Yes,No,No
596694361813385,InflatedDimensions_D_CampBedding,Inflated Dimensions,Yes,No,No
596694900554775,DeflatedDimensions_D_CampBedding,Deflated Dimensions,Yes,No,No
596695491787753,PumpType_D_CampBedding,Pump Type,No,No,No
596695843614411,MattressChambers_D_CampBedding,Mattress Chambers,No,No,No
596696656549126,TemperatureRating_D_CampBedding,Temperature Rating,Yes,No,No
596696901167551,InsulationType_D_CampBedding,Insulation Type,Yes,No,No
596697144034667,FillPower_D_CampBedding,Fill Power,Yes,No,No
596712188128495,PillowFill_D_CampBedding,Pillow Fill,No,No,No
596712476457894,InflatablePillow_D_CampBedding,Inflatable Pillow,No,No,No
596713025895755,SleepingPadShape_D_CampBedding,Sleeping Pad Shape,No,No,No
596713266135478,PackedSize_D_CampBedding,Packed Size,No,No,No
596792180669301,Season_FF_SleepingBag,Season,No,No,Yes
596792555175983,InsulationType_D_SleepingBag,Insulation Type,No,No,No
596794752089993,IncludesDraftCollar_D_SleepingBags,Includes Draft Collar,No,No,No
596795114415677,IncludesPockets_D_SleepingBags,Includes Pockets,No,No,No
596795406114582,IncludesHood_D_SleepingBags,Includes Hood,No,No,No
596795750950650,ZipperLocation_D_SleepingBags,Zipper Location,No,No,No
596796127975804,SleepingCapacity_D_SleepingBags,Sleeping Capacity,No,No,No
596796601513810,MaxUserHeight_D_SleepingBags,Max User Height (ft.),No,No,No
596797603493214,InsulationMaterial_D_SleepingBags,Insulation Material,Yes,No,No
596797862619463,OuterShellMaterial_D_SleepingBags,Outer Shell Material,Yes,No,No
596798216213817,LiningMaterial_D_SleepingBags,Lining Material,Yes,No,No
596798422100441,FillPower_D_SleepingBags,Fill Power,Yes,No,No
596798838857904,FillWeight_D_SleepingBags,Fill Weight,Yes,No,No
596799243879962,StuffSackDimensions_D_SleepingBags,Stuff Sack Dimensions,Yes,No,No
596799598046666,ShoulderCircumference_D_SleepingBags,Shoulder Circumference,Yes,No,No
596799984225409,HipCircumference_D_SleepingBags,Hip Circumference,Yes,No,No
596800257585534,FootCircumference_D_SleepingBags,Foot Circumference,Yes,No,No
596810353099285,FrameType_FF_Backpacks&Bags,Frame Type,No,No,Yes
596810662073154,RecommendedUse_D_Backpacks&Bags,Recommended Use,No,No,No
596811043603646,Capacity_D_Backpacks&Bags,Capacity (L),No,No,Yes
596811645288358,TripLength_D_Backpacks&Bags,Trip Length,No,No,No
596813198308417,ChildCarriers_D_Backpacks&Bags,Child Carriers,No,No,No
596816225749691,ShoulderStrap_D_Backpacks&Bags,Shoulder Strap,No,No,No
596816548030063,Pockets_D_Backpacks&Bags,Pockets,No,No,No
596816759884524,RainCover_D_Backpacks&Bags,Rain Cover,No,No,No
596817387261683,Reflective_D_Backpacks&Bags,Reflective,No,No,No
596817696038426,LaptopSleeve_D_Backpacks&Bags,Laptop Sleeve,No,No,No
596818717636852,AdjustableTorso_D_Backpacks&Bags,Adjustable Torso,No,No,No
596818932101537,SleepingBagCompartment,Sleeping Bag Compartment,No,No,No
596819221951826,IceAxeCarry_D_Backpacks&Bags,Ice Axe Carry,No,No,No
596819610397692,TrekkingPoleCarry_D_Backpacks&Bags,Trekking Pole Carry,No,No,No
596820033379654,AirflowPanel_D_Backpacks&Bags,Airflow Panel,No,No,No
596828471379649,WaterBottleStorage_D_Backpacks&Bags,Water Bottle Storage,No,No,No
596828742233704,SuspendedMeshBackPanel_D_Backpacks&Bags,Suspended Mesh Back Panel,No,No,No
596828981298034,CompressionStraps_D_Backpacks&Bags,Compression Straps,No,No,No
596829540435579,HydrationSleeve_D_Backpacks&Bags,Hydration Sleeve,No,No,No
596829821308357,NumberofExteriorPockets_D_Backpacks&Bags,Number Of Exterior Pockets,Yes,No,No
596830120153632,LoadingAccess_D_Backpack&Bags,Loading Access,No,No,No
596830382886103,NumberofInteriorCompartments,Number Of Interior Compartments,Yes,No,No
596830705236733,OuterMaterial_D_Backpacks&Bags,Outer Material,Yes,No,No
596831954364326,FrameMaterial_D_Backpacks&Bags,Frame Material,Yes,No,No
596832319287351,TorsoLength_D_Backpacks&Bags,Torso Length,Yes,No,No
596832616407777,HipBeltSize_D_Backpacks&Bags,Hip Belt Size,No,No,No
596945388683843,Camera Model_Display,Model,Yes,No,No
597764849407032,Camera Features_Display,Features,No,No,No
597764849533355,Camera Body/Kit_Display,Package Type,No,No,No
597764849629757,Burst Mode_Display,Burst Mode (Max FPS),Yes,No,No
597764849712699,Camera Focus_Display,Focus Type,No,No,No
597764849800419,Camera Weight_Display,Weight,Yes,No,No
597764849882613,Camera Battery Type_Display,Battery Type,No,No,No
597764849980692,Camera Screen Resolution_Display,Screen Resolution,Yes,No,No
597764850061990,Camera Screen Size_Display,Screen Size,Yes,No,No
597764850196470,Camera Screen Type_Display,Screen Type,No,No,No
597764850284746,Camera Viewfinder Type_Display,Veiwfinder Type,No,No,No
597764850374026,Camera Port Type_Display,Port Type,No,No,No
597764850475021,Camera Removable Media Type_Camera,Removable Media,No,No,No
597764850569828,Camera Sensor Size_Display,Sensor Size,No,No,No
597764850673488,Camera Sensor Type_Display,Sensor Type,No,No,No
597764850765617,Camera Video Resolution_Display,Video Resolution,No,No,No
597764851057733,Camera Depth of Waterproof_Display,Depth Of Waterproof,Yes,No,No
597764851189583,Camera Image Processor_Display,Image Processor,No,No,No
597764851366207,Camera Max ISO_Display,Max ISO,No,No,No
597764851521216,Camera AF Points_Display,AF Points,Yes,No,No
598596516618881,Works Well With,Works Well With,Yes,No,No
601139537839011,10000079_Form Factor_Display,Form Factor,No,No,No
601145850841671,10000079_Usage_Display,Usage,No,No,No
601149320106499,10000079_Processor Main Features_Display,Processor Main Features,Yes,No,No
601149652917270,10000079_Cache Per Processor_Display,Cache Per Processor,Yes,No,No
601156336511918,mrclean_DiamondCertificate,Diamond Certificate,No,No,No
601167317251287,10000079_Ethernet_Display,Ethernet,Yes,No,No
601188401738930,Center Stone Cut,Center Stone Cut,No,No,No
601221408238538,Camera Family_Display,Camera Family,Yes,No,No
601254359818598,Camera Min. Focal Length_Display,Min. Focal Length,Yes,No,No
601256380626579,Camera Max. Focal Length_Display,Max. Focal Length,Yes,No,No
601258659392716,Camera Dimensions_Display,Dimensions,Yes,No,No
601265944990102,Format_Blank Media_Display/Facet Filter,Format,No,No,Yes
601266595687398,Capacity_Blank Media_Display/Facet Filter,Capacity,No,No,Yes
601267010200199,Number of Discs _Blank Media_Display,Number Of Discs,Yes,No,No
601267482072209,Write Speed_Blank Media_Display/Facet Filter,Write Speed,No,No,Yes
601381562472992,Max Audio Capacity_Blank Media_Display,Max Audio Capacity,Yes,No,No
601381865081400,Max Video Capacity_Blank Media_Display,Max Video Capacity,Yes,No,No
601382347612521,Printable_Blank Media_Display,Printable,No,No,No
601903313202866,10000079_CPU Type_Display / Variant,CPU Type,No,No,No
601907811297654,10000079_L3 Cache Per CPU_Display,L3 Cache Per CPU,Yes,No,No
601918794450458,10000079_Virtual Reality Ready_Display,Virtual Reality Ready,No,No,No
601921004020437,10000079_Video Memory_Display,Video Memory,Yes,No,No
601922468520602,10000079_Memory Slot_Display,Memory Slot,No,No,No
601923590161043,10000079_SSD_Display / Variant,SSD,Yes,Yes,No
601923843064263,10000079_HDD_Display / Variant,HDD,Yes,Yes,No
601924075730129,10000079_HDD Interface_Display,HDD Interface,Yes,No,No
601924437027831,10000079_HDD RPM_Display,HDD RPM,Yes,No,No
601925334949220,10000079_Audio Features_Display,Audio Features,Yes,No,No
601925871943835,10000079_LAN Speed_Display,LAN Speed,Yes,No,No
601928888515557,10000079_WLAN_Display,WLAN,No,No,No
601936809511555,10000079_Bluetooth_Display,Bluetooth,Yes,No,No
601938358544661,10000079_Front USB_Display,Front USB,Yes,No,No
601938657162251,10000079_Front Audio Ports_Display,Front Audio Ports,Yes,No,No
601940251169331,10000079_Card Reader_Display,Card Reader,Yes,No,No
601940564540326,10000079_Video Ports_Display,Video Ports,Yes,No,No
601940790513540,10000079_Rear USB_Display,Rear USB,Yes,No,No
601941008409667,10000079_RJ45_Display,RJ45,Yes,No,No
601941217909197,10000079_Rear Audio Ports_Display,Rear Audio Ports,Yes,No,No
602036414317516,Laptops_Number of Cores_Display,Number Of Cores,No,No,No
602056890924159,10000079_Screen Size_Display,Screen Size,Yes,No,No
604584866297295,CO2 Carbonator Capacity,CO2 Carbonator Capacity,Yes,No,No
605557263676984,Electric Cookware_Minimum Temperature,Minimum Temperature,Yes,No,No
605557590499572,ElectricCookware_MaximumTemperature,Maximum Temperature,Yes,No,No
607045382470744,Fork Travel_D_Bikes,Fork Travel,Yes,No,No
607046970761150,Headset Size_D_Bikes,Headset Size,Yes,No,No
607050550871206,Gear Capacity_D_SportsOutdoors,Gear Capacity,Yes,No,No
607051756105459,Cargo Volume_D_SportsOutdoors,Cargo Volume,Yes,No,No
607052412539831,Depth_D_SportsOutdoors,Depth,Yes,No,No
607053433567380,Number of Pockets_D_SportsOutdoors,Number Of Pockets,Yes,No,No
607071111550305,Software_D_SportsOutdoors,Software,Yes,No,No
607072080979629,Compatible Wheel Sizes_D_SportsOutdoors,Compatible Wheel Sizes,Yes,No,No
607082274589475,Battery Power_D_SportsOutdoors,Battery Power,Yes,No,No
607082695309870,Charging Time_D_SportsOutdoors,Charging Time,Yes,No,No
607083452818454,Initial Volume_D_SportsOutdoors,Initial Volume,Yes,No,No
607083844395883,Maximum Speed_D_SportsOutdoors,Maximum Speed,Yes,No,No
607084861490896,Motor Power_D_SportsOutdoors,Motor Power,Yes,No,No
607085516415235,Range_D_SportsOutdoors,Range,Yes,No,No
607089722713018,Voltage_D_SportsOutdoors,Voltage,Yes,No,No
607092121645230,Seating Capacity_D_SportsOutdoors,Seating Capacity,Yes,No,No
607097016737347,Visor_D_SportsOutdoors,Visor,No,No,No
607097354626846,Vents_D_SportsOutdoors,Vents,Yes,No,No
607097805194947,MIPS_D_SportsOutdoors,MIPS,No,No,No
607098956538386,Construction_D_SportsOutdoors,Construction,Yes,No,No
607099729732325,Head Circumference_D_SportsOutdoors,Head Circumference,Yes,No,No
607250404131141,Opening Type_FF_SportsOutdoors,Opening Type,Yes,No,No
607251519257612,Frame_D_SportsOutdoors,Frame,Yes,No,No
607253214096753,Cap Type_D_SportsOutdoors,Cap Type,Yes,No,No
607271567503297,Straps_D_SportsOutdoors,Straps,Yes,No,No
607276916760248,Lacing System_D_SportsOutdoors,Lacing System,Yes,No,No
607277409236812,Cuff_D_SportsOutdoors,Cuff,Yes,No,No
607281818831274,Style_D_SportsOutdoors,Style,Yes,No,No
607282897429774,Shell Material_D_SportsOutdoors,Shell,Yes,No,No
607290911728245,Pedal Type_D_SportsOutdoors,Pedal Type,Yes,No,No
607291449424483,Cleat Design_D_SportsOutdoors,Cleat Design,Yes,No,No
607299613245683,Projectors_Recommended_Usage,Recommended Usage,No,No,Yes
607300097069364,Projectors_Projector_Features,Projector Features,No,No,Yes
607300436788515,Projector_Max_Resolution,Maximum Resolution,No,No,Yes
607300938618849,Projectors_Brightness,Brightness,No,No,Yes
607303332364266,Boot Specs_D_SportsOutdoors,Boot Specs,Yes,No,No
607304090750752,Projectors_Projetor_Display_Technology,Projector Display Technology,No,No,Yes
607305323934059,Projector_Aspect_Ratio,Aspect Ratio,No,No,Yes
607308093350589,Plate Info_D_SportsOutdoors,Plate Info,Yes,No,No
607310700156211,Included Tools_D_SportsOutdoors,Included Tools,Yes,No,No
607311291876149,Projectors_Throw_Ratio,Throw Ratio,Yes,No,No
607314317848972,Projectors_Wireless_Connectivity,Wireless Connectivity,No,No,Yes
607913129082702,Seatpost Diameter_D_SportsOutdoors,Seatpost Diameter,Yes,No,No
607913352560162,Seatpost Length_D_SportsOutdoors,Seatpost Length,Yes,No,No
607914084324723,Seatpost Clamp_D_SportsOutdoors,Seatpost Clamp,Yes,No,No
607914479536953,Crank_D_SportsOutdoors,Crank,Yes,No,No
607914686726631,Crank Length_D_SportsOutdoors,Crank Length,Yes,No,No
607916216010897,Rim_D_SportsOutdoors,Rim,Yes,No,No
607916483499911,Rim Strip_D_SportsOutdoors,Rim Strip,Yes,No,No
607921174339493,Tire Specs_D_SportsOutdoors,Tire Specs,No,No,No
607921402941673,Tube Specs_D_SportsOutdoors,Tube Specs,Yes,No,No
607921880559053,Crank Arms_D_SportsOutdoors,Crank Arms,Yes,No,No
607929196044506,Recommended Use_D_SportsOutdoors,Recommended Use,Yes,No,No
607930586354508,Derailleur Type_D_SportsOutdoors,Derailleur Type,Yes,No,No
607930983354256,Cage Length_D_SportsOutdoors,Cage Length,Yes,No,No
607931293964746,Max Cog Size_D_SportsOutdoors,Max Cog Size,Yes,No,No
607944620531942,Diameter_D_SportsOutdoors,Diameter,Yes,No,No
607946232542943,ISO Tire Size_D_SportsOutdoors,ISO Tire Size,Yes,No,No
607947606226263,Bar End_D_SportsOutdoors,Bar End,Yes,No,No
607952191042724,Head Tube_D_SportsOutdoors,Head Tube,Yes,No,No
607952450525250,Top Tube_D_SportsOutdoors,Top Tube,Yes,No,No
607958458394101,Chainstay_D_SportsOutdoors,Chainstay,Yes,No,No
607958937879387,Drop Out Size_D_SportsOutdoors,Drop Out Size,Yes,No,No
607959264222142,Steer Tube Length_D_SportsOutdoors,Steer Tube Length,Yes,No,No
607960165986820,Upsweep_D_SportsOutdoors,Upsweep_D_SportsOutdoors,Yes,No,No
607960466033859,Backsweep_D_SportsOutdoors,Backsweep,Yes,No,No
607960837924127,Steer Tube Diameter_D_SportsOutdoors,Steer Tube Diameter,Yes,No,No
607961310946346,Handle Bar Diameter_D_SportsOutdoors,Handle Bar Diameter,Yes,No,No
607961711793222,Spindle Length_D_SportsOutdoors,Spindle Length,Yes,No,No
607962052078432,Spindle Interface_D_SportsOutdoors,Spindle Interface,Yes,No,No
607962582711409,Sprocket Interface_D_SportsOutdoors,Sprocket Interface,Yes,No,No
607967515289522,Brake Orientation_D_SportsOutdoors,Brake Orientation,Yes,No,No
